Sampling Year,Management Area(s),ADFG Species Code,Common Name," Genus, species", Specimen Count,Age Bin
1995,CSEO,130,lingcod,Ophiodon elongatus,68,20-Nov
1995,CSEO,130,lingcod,Ophiodon elongatus,1,21-30
1995,CSEO,130,lingcod,Ophiodon elongatus,359,No Age
1995,CSEO,142,"rockfish, black",Sebastes melanops,31,0-10
1995,CSEO,142,"rockfish, black",Sebastes melanops,56,20-Nov
1995,CSEO,142,"rockfish, black",Sebastes melanops,10,21-30
1995,CSEO,142,"rockfish, black",Sebastes melanops,2,31-40
1995,CSEO,142,"rockfish, black",Sebastes melanops,1,No Age
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,84,20-Nov
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,140,21-30
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,53,31-40
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,46,41-50
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,22,51-60
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,13,61-70
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,15,71-80
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,81-90
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,91-100
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
1995,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,626,No Age
1995,CSEO,147,"rockfish, quillback",Sebastes maliger,21,20-Nov
1995,CSEO,147,"rockfish, quillback",Sebastes maliger,39,21-30
1995,CSEO,147,"rockfish, quillback",Sebastes maliger,7,31-40
1995,CSEO,147,"rockfish, quillback",Sebastes maliger,9,41-50
1995,CSEO,147,"rockfish, quillback",Sebastes maliger,15,51-60
1995,CSEO,147,"rockfish, quillback",Sebastes maliger,9,61-70
1995,CSEO,150,"rockfish, rosethorn",Sebastes helvomaculatus,1,No Age
1995,EG,142,"rockfish, black",Sebastes melanops,58,No Age
1995,EG,166,"rockfish, sharpchin",Sebastes zacentrus,164,No Age
1995,NSEI,710,sablefish,Anoplopoma fimbria,87,0-10
1995,NSEI,710,sablefish,Anoplopoma fimbria,104,20-Nov
1995,NSEI,710,sablefish,Anoplopoma fimbria,31,21-30
1995,NSEI,710,sablefish,Anoplopoma fimbria,12,31-40
1995,NSEI,710,sablefish,Anoplopoma fimbria,10,41-50
1995,NSEI,710,sablefish,Anoplopoma fimbria,1,61-70
1995,NSEI,710,sablefish,Anoplopoma fimbria,6,No Age
1995,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,81-90
1995,PW,110,"cod, Pacific",Gadus macrocephalus,2,0-10
1995,PW,110,"cod, Pacific",Gadus macrocephalus,8,20-Nov
1995,PW,110,"cod, Pacific",Gadus macrocephalus,4,21-30
1995,PW,110,"cod, Pacific",Gadus macrocephalus,30,No Age
1995,PW,141,"perch, Pacific ocean",Sebastes alutus,1,No Age
1995,PW,142,"rockfish, black",Sebastes melanops,9,0-10
1995,PW,142,"rockfish, black",Sebastes melanops,117,20-Nov
1995,PW,142,"rockfish, black",Sebastes melanops,6,21-30
1995,PW,142,"rockfish, black",Sebastes melanops,2,31-40
1995,PW,143,"rockfish, thornyhead",Sebastolobus,1,No Age
1995,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,3,20-Nov
1995,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,10,21-30
1995,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,8,31-40
1995,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,5,41-50
1995,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,61-70
1995,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,71-80
1995,PW,151,"rockfish, rougheye",Sebastes aleutianus,28,0-10
1995,PW,151,"rockfish, rougheye",Sebastes aleutianus,26,20-Nov
1995,PW,151,"rockfish, rougheye",Sebastes aleutianus,9,21-30
1995,PW,151,"rockfish, rougheye",Sebastes aleutianus,2,31-40
1995,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,41-50
1995,PW,151,"rockfish, rougheye",Sebastes aleutianus,187,No Age
1995,PW,153,"rockfish, redbanded",Sebastes babcocki,1,No Age
1995,PW,157,"rockfish, silvergray",Sebastes brevispinis,1,20-Nov
1995,PW,270,walleye pollock,Gadus chalcogrammus,22,0-10
1995,PW,270,walleye pollock,Gadus chalcogrammus,38,20-Nov
1995,PW,270,walleye pollock,Gadus chalcogrammus,8,21-30
1995,PW,270,walleye pollock,Gadus chalcogrammus,213,No Age
1995,PW,710,sablefish,Anoplopoma fimbria,223,0-10
1995,PW,710,sablefish,Anoplopoma fimbria,4,20-Nov
1995,PW,710,sablefish,Anoplopoma fimbria,5,No Age
1995,SSEI,710,sablefish,Anoplopoma fimbria,136,0-10
1995,SSEI,710,sablefish,Anoplopoma fimbria,47,20-Nov
1995,SSEI,710,sablefish,Anoplopoma fimbria,14,21-30
1995,SSEI,710,sablefish,Anoplopoma fimbria,4,31-40
1995,SSEI,710,sablefish,Anoplopoma fimbria,3,41-50
1995,SSEI,710,sablefish,Anoplopoma fimbria,13,No Age
1995,,142,"rockfish, black",Sebastes melanops,18,0-10
1995,,142,"rockfish, black",Sebastes melanops,29,20-Nov
1995,,142,"rockfish, black",Sebastes melanops,3,21-30
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,2,0-10
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,89,20-Nov
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,199,21-30
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,215,31-40
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,150,41-50
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,50,51-60
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,33,61-70
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,27,71-80
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,17,81-90
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,16,91-100
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,3,>100
1995,,145,"rockfish, yelloweye",Sebastes ruberrimus,49,No Age
1995,,147,"rockfish, quillback",Sebastes maliger,2,0-10
1995,,147,"rockfish, quillback",Sebastes maliger,48,20-Nov
1995,,147,"rockfish, quillback",Sebastes maliger,22,21-30
1995,,147,"rockfish, quillback",Sebastes maliger,37,31-40
1995,,147,"rockfish, quillback",Sebastes maliger,35,41-50
1995,,147,"rockfish, quillback",Sebastes maliger,22,51-60
1995,,147,"rockfish, quillback",Sebastes maliger,7,61-70
1995,,147,"rockfish, quillback",Sebastes maliger,1,71-80
1995,,147,"rockfish, quillback",Sebastes maliger,3,No Age
1995,,152,"rockfish, shortraker",Sebastes borealis,1,20-Nov
1995,,152,"rockfish, shortraker",Sebastes borealis,4,21-30
1995,,152,"rockfish, shortraker",Sebastes borealis,7,31-40
1995,,152,"rockfish, shortraker",Sebastes borealis,4,41-50
1995,,152,"rockfish, shortraker",Sebastes borealis,10,51-60
1995,,152,"rockfish, shortraker",Sebastes borealis,3,61-70
1995,,152,"rockfish, shortraker",Sebastes borealis,1,71-80
1995,,710,sablefish,Anoplopoma fimbria,4,20-Nov
1995,,710,sablefish,Anoplopoma fimbria,1,21-30
1996,CI,110,"cod, Pacific",Gadus macrocephalus,181,0-10
1996,CI,110,"cod, Pacific",Gadus macrocephalus,2,20-Nov
1996,CI,110,"cod, Pacific",Gadus macrocephalus,82,No Age
1996,CI,151,"rockfish, rougheye",Sebastes aleutianus,1,0-10
1996,CI,151,"rockfish, rougheye",Sebastes aleutianus,39,No Age
1996,CI,154,"rockfish, dusky",Sebastes ciliatus,1,0-10
1996,CI,154,"rockfish, dusky",Sebastes ciliatus,11,No Age
1996,CI,159,"rockfish, darkblotched",Sebastes crameri,1,No Age
1996,CI,270,walleye pollock,Gadus chalcogrammus,170,0-10
1996,CI,270,walleye pollock,Gadus chalcogrammus,31,20-Nov
1996,CI,270,walleye pollock,Gadus chalcogrammus,68,No Age
1996,CI,710,sablefish,Anoplopoma fimbria,3,0-10
1996,CI,710,sablefish,Anoplopoma fimbria,9,No Age
1996,CSEO,130,lingcod,Ophiodon elongatus,11,0-10
1996,CSEO,130,lingcod,Ophiodon elongatus,94,20-Nov
1996,CSEO,142,"rockfish, black",Sebastes melanops,6,0-10
1996,CSEO,142,"rockfish, black",Sebastes melanops,69,20-Nov
1996,CSEO,142,"rockfish, black",Sebastes melanops,18,21-30
1996,CSEO,142,"rockfish, black",Sebastes melanops,4,31-40
1996,CSEO,142,"rockfish, black",Sebastes melanops,4,41-50
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,69,20-Nov
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,229,21-30
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,87,31-40
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,59,41-50
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,25,51-60
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,14,61-70
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,15,71-80
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,81-90
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,91-100
1996,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,1,0-10
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,69,20-Nov
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,78,21-30
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,51,31-40
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,49,41-50
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,34,51-60
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,13,61-70
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,2,71-80
1996,CSEO,147,"rockfish, quillback",Sebastes maliger,3,81-90
1996,CSEO,154,"rockfish, dusky",Sebastes ciliatus,77,20-Nov
1996,CSEO,154,"rockfish, dusky",Sebastes ciliatus,21,21-30
1996,CSEO,154,"rockfish, dusky",Sebastes ciliatus,1,31-40
1996,CSEO,154,"rockfish, dusky",Sebastes ciliatus,1,51-60
1996,"CSEO, NSEI",145,"rockfish, yelloweye",Sebastes ruberrimus,4,21-30
1996,"CSEO, NSEI",145,"rockfish, yelloweye",Sebastes ruberrimus,10,31-40
1996,"CSEO, NSEI",145,"rockfish, yelloweye",Sebastes ruberrimus,7,41-50
1996,"CSEO, NSEI",145,"rockfish, yelloweye",Sebastes ruberrimus,2,51-60
1996,"CSEO, NSEI",145,"rockfish, yelloweye",Sebastes ruberrimus,1,61-70
1996,"CSEO, NSEI",145,"rockfish, yelloweye",Sebastes ruberrimus,1,81-90
1996,EG,157,"rockfish, silvergray",Sebastes brevispinis,528,No Age
1996,EG,166,"rockfish, sharpchin",Sebastes zacentrus,491,No Age
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,13,20-Nov
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,108,21-30
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,114,31-40
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,49,41-50
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,14,51-60
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,13,61-70
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,3,71-80
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,81-90
1996,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,91-100
1996,EYKT,147,"rockfish, quillback",Sebastes maliger,9,20-Nov
1996,EYKT,147,"rockfish, quillback",Sebastes maliger,7,21-30
1996,EYKT,147,"rockfish, quillback",Sebastes maliger,13,31-40
1996,EYKT,147,"rockfish, quillback",Sebastes maliger,9,41-50
1996,EYKT,147,"rockfish, quillback",Sebastes maliger,8,51-60
1996,EYKT,147,"rockfish, quillback",Sebastes maliger,3,61-70
1996,EYKT,147,"rockfish, quillback",Sebastes maliger,1,71-80
1996,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,28,20-Nov
1996,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,19,21-30
1996,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,3,41-50
1996,NSEI,154,"rockfish, dusky",Sebastes ciliatus,3,0-10
1996,NSEI,154,"rockfish, dusky",Sebastes ciliatus,15,20-Nov
1996,NSEI,154,"rockfish, dusky",Sebastes ciliatus,3,21-30
1996,NSEI,154,"rockfish, dusky",Sebastes ciliatus,2,31-40
1996,NSEI,154,"rockfish, dusky",Sebastes ciliatus,2,41-50
1996,NSEI,710,sablefish,Anoplopoma fimbria,119,0-10
1996,NSEI,710,sablefish,Anoplopoma fimbria,125,20-Nov
1996,NSEI,710,sablefish,Anoplopoma fimbria,49,21-30
1996,NSEI,710,sablefish,Anoplopoma fimbria,15,31-40
1996,NSEI,710,sablefish,Anoplopoma fimbria,1,41-50
1996,NSEI,710,sablefish,Anoplopoma fimbria,1,51-60
1996,NSEI,710,sablefish,Anoplopoma fimbria,196,No Age
1996,PW,110,"cod, Pacific",Gadus macrocephalus,15,0-10
1996,PW,110,"cod, Pacific",Gadus macrocephalus,1,20-Nov
1996,PW,110,"cod, Pacific",Gadus macrocephalus,24,No Age
1996,PW,143,"rockfish, thornyhead",Sebastolobus,1,21-30
1996,PW,143,"rockfish, thornyhead",Sebastolobus,1,31-40
1996,PW,143,"rockfish, thornyhead",Sebastolobus,1,41-50
1996,PW,143,"rockfish, thornyhead",Sebastolobus,1,61-70
1996,PW,143,"rockfish, thornyhead",Sebastolobus,28,No Age
1996,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,20-Nov
1996,PW,151,"rockfish, rougheye",Sebastes aleutianus,9,41-50
1996,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,51-60
1996,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,71-80
1996,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,91-100
1996,PW,151,"rockfish, rougheye",Sebastes aleutianus,2,>100
1996,PW,151,"rockfish, rougheye",Sebastes aleutianus,15,No Age
1996,PW,152,"rockfish, shortraker",Sebastes borealis,1,20-Nov
1996,PW,152,"rockfish, shortraker",Sebastes borealis,4,21-30
1996,PW,152,"rockfish, shortraker",Sebastes borealis,3,31-40
1996,PW,152,"rockfish, shortraker",Sebastes borealis,7,41-50
1996,PW,152,"rockfish, shortraker",Sebastes borealis,5,51-60
1996,PW,152,"rockfish, shortraker",Sebastes borealis,7,61-70
1996,PW,152,"rockfish, shortraker",Sebastes borealis,10,71-80
1996,PW,152,"rockfish, shortraker",Sebastes borealis,3,81-90
1996,PW,152,"rockfish, shortraker",Sebastes borealis,1,91-100
1996,PW,152,"rockfish, shortraker",Sebastes borealis,11,>100
1996,PW,152,"rockfish, shortraker",Sebastes borealis,89,No Age
1996,PW,153,"rockfish, redbanded",Sebastes babcocki,1,20-Nov
1996,PW,153,"rockfish, redbanded",Sebastes babcocki,3,No Age
1996,PW,177,"rockfish, blackgill",Sebastes melanostomus,2,21-30
1996,PW,270,walleye pollock,Gadus chalcogrammus,332,0-10
1996,PW,270,walleye pollock,Gadus chalcogrammus,129,20-Nov
1996,PW,270,walleye pollock,Gadus chalcogrammus,6,21-30
1996,PW,270,walleye pollock,Gadus chalcogrammus,58,No Age
1996,PW,710,sablefish,Anoplopoma fimbria,354,0-10
1996,PW,710,sablefish,Anoplopoma fimbria,20,20-Nov
1996,PW,710,sablefish,Anoplopoma fimbria,2,21-30
1996,PW,710,sablefish,Anoplopoma fimbria,1,31-40
1996,PW,710,sablefish,Anoplopoma fimbria,38,No Age
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,53,20-Nov
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,20,21-30
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,9,31-40
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,4,41-50
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,6,51-60
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,6,61-70
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,2,71-80
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,81-90
1996,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
1996,SSEI,147,"rockfish, quillback",Sebastes maliger,4,0-10
1996,SSEI,147,"rockfish, quillback",Sebastes maliger,47,20-Nov
1996,SSEI,147,"rockfish, quillback",Sebastes maliger,38,21-30
1996,SSEI,147,"rockfish, quillback",Sebastes maliger,27,31-40
1996,SSEI,147,"rockfish, quillback",Sebastes maliger,24,41-50
1996,SSEI,147,"rockfish, quillback",Sebastes maliger,28,51-60
1996,SSEI,147,"rockfish, quillback",Sebastes maliger,7,61-70
1996,SSEI,147,"rockfish, quillback",Sebastes maliger,5,71-80
1996,SSEI,710,sablefish,Anoplopoma fimbria,117,0-10
1996,SSEI,710,sablefish,Anoplopoma fimbria,55,20-Nov
1996,SSEI,710,sablefish,Anoplopoma fimbria,20,21-30
1996,SSEI,710,sablefish,Anoplopoma fimbria,7,31-40
1996,SSEI,710,sablefish,Anoplopoma fimbria,9,No Age
1996,SSEO,142,"rockfish, black",Sebastes melanops,11,0-10
1996,SSEO,142,"rockfish, black",Sebastes melanops,14,20-Nov
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,0-10
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,102,20-Nov
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,128,21-30
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,139,31-40
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,173,41-50
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,51,51-60
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,27,61-70
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,17,71-80
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,9,81-90
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,91-100
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
1996,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,No Age
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,1,0-10
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,41,20-Nov
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,21,21-30
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,19,31-40
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,26,41-50
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,21,51-60
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,7,61-70
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,2,71-80
1996,SSEO,147,"rockfish, quillback",Sebastes maliger,1,No Age
1996,WYKT,154,"rockfish, dusky",Sebastes ciliatus,32,20-Nov
1996,WYKT,154,"rockfish, dusky",Sebastes ciliatus,13,21-30
1996,WYKT,154,"rockfish, dusky",Sebastes ciliatus,3,31-40
1996,WYKT,154,"rockfish, dusky",Sebastes ciliatus,2,41-50
1996,,110,"cod, Pacific",Gadus macrocephalus,10,No Age
1996,,130,lingcod,Ophiodon elongatus,1,21-30
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,8,20-Nov
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,40,21-30
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,29,31-40
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,18,41-50
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,6,51-60
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,10,61-70
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,5,71-80
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,2,91-100
1996,,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
1996,,710,sablefish,Anoplopoma fimbria,1,20-Nov
1997,CI,110,"cod, Pacific",Gadus macrocephalus,219,0-10
1997,CI,110,"cod, Pacific",Gadus macrocephalus,2,20-Nov
1997,CI,110,"cod, Pacific",Gadus macrocephalus,237,No Age
1997,CI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,No Age
1997,CI,151,"rockfish, rougheye",Sebastes aleutianus,3,0-10
1997,CI,151,"rockfish, rougheye",Sebastes aleutianus,85,No Age
1997,CI,153,"rockfish, redbanded",Sebastes babcocki,14,No Age
1997,CI,154,"rockfish, dusky",Sebastes ciliatus,71,No Age
1997,CI,158,"rockfish, redstripe",Sebastes proriger,2,No Age
1997,CI,270,walleye pollock,Gadus chalcogrammus,237,0-10
1997,CI,270,walleye pollock,Gadus chalcogrammus,27,20-Nov
1997,CI,270,walleye pollock,Gadus chalcogrammus,242,No Age
1997,CI,710,sablefish,Anoplopoma fimbria,1,0-10
1997,CI,710,sablefish,Anoplopoma fimbria,9,No Age
1997,CSEO,130,lingcod,Ophiodon elongatus,65,0-10
1997,CSEO,130,lingcod,Ophiodon elongatus,39,20-Nov
1997,CSEO,142,"rockfish, black",Sebastes melanops,97,0-10
1997,CSEO,142,"rockfish, black",Sebastes melanops,242,20-Nov
1997,CSEO,142,"rockfish, black",Sebastes melanops,71,21-30
1997,CSEO,142,"rockfish, black",Sebastes melanops,10,31-40
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,66,20-Nov
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,296,21-30
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,133,31-40
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,104,41-50
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,23,51-60
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,16,61-70
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,19,71-80
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,7,81-90
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,91-100
1997,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,>100
1997,CSEO,147,"rockfish, quillback",Sebastes maliger,105,20-Nov
1997,CSEO,147,"rockfish, quillback",Sebastes maliger,102,21-30
1997,CSEO,147,"rockfish, quillback",Sebastes maliger,53,31-40
1997,CSEO,147,"rockfish, quillback",Sebastes maliger,32,41-50
1997,CSEO,147,"rockfish, quillback",Sebastes maliger,21,51-60
1997,CSEO,147,"rockfish, quillback",Sebastes maliger,10,61-70
1997,CSEO,147,"rockfish, quillback",Sebastes maliger,2,71-80
1997,CSEO,147,"rockfish, quillback",Sebastes maliger,25,No Age
1997,CSEO,154,"rockfish, dusky",Sebastes ciliatus,74,20-Nov
1997,CSEO,154,"rockfish, dusky",Sebastes ciliatus,21,21-30
1997,CSEO,154,"rockfish, dusky",Sebastes ciliatus,5,31-40
1997,EYKT,130,lingcod,Ophiodon elongatus,22,0-10
1997,EYKT,130,lingcod,Ophiodon elongatus,27,20-Nov
1997,EYKT,130,lingcod,Ophiodon elongatus,1,21-30
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,0-10
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,29,20-Nov
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,123,21-30
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,120,31-40
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,78,41-50
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,20,51-60
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,8,61-70
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,9,71-80
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,81-90
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,2,91-100
1997,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,2,>100
1997,EYKT,147,"rockfish, quillback",Sebastes maliger,7,20-Nov
1997,EYKT,147,"rockfish, quillback",Sebastes maliger,18,21-30
1997,EYKT,147,"rockfish, quillback",Sebastes maliger,17,31-40
1997,EYKT,147,"rockfish, quillback",Sebastes maliger,15,41-50
1997,EYKT,147,"rockfish, quillback",Sebastes maliger,8,51-60
1997,EYKT,147,"rockfish, quillback",Sebastes maliger,7,61-70
1997,EYKT,147,"rockfish, quillback",Sebastes maliger,2,71-80
1997,EYKT,154,"rockfish, dusky",Sebastes ciliatus,55,20-Nov
1997,EYKT,154,"rockfish, dusky",Sebastes ciliatus,36,21-30
1997,EYKT,154,"rockfish, dusky",Sebastes ciliatus,6,31-40
1997,EYKT,154,"rockfish, dusky",Sebastes ciliatus,2,41-50
1997,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,3,0-10
